first_name,last_name,dob,year_of_birth,gender,zip,email,phone,address,city,first_initial
Muzaffer,Gnatz,1956-12-19,1956,M,73925,svetlanaweimer@aol.de,+49(0)1528 244893,Sepp-Staude-Straße 66,Duderstadt,M
Gert,Scholz-hethur,1943-04-12,1943,M,52525,vthanel@aol.de,05629 57256,Gertraud-Trupp-Platz 7/6,Tübingen,G
Ivanka,Weihmann,2016-02-29,2016,F,79619,ujunck@aol.de,07543639671,Nergerallee 890,Wolfach,I
Bertram,Hövel,1971-03-13,1971,M,40559,ibrahim66@gmail.com,+49(0) 475146260,Matthäiallee 732,Kamenz,B
Christl,Gorlitz,1959-09-22,1959,F,89724,kaulhans-heinrich@yahoo.de,+49(0)2972626788,Schomberstraße 3,Staßfurt,C
Konstanze,Kramer,1998-11-14,1998,F,71320,stefan90@aol.de,+49(0)6272485563,Anka-Kaul-Ring 281,Bad Brückenau,K
Meinhard,Löffler,1948-11-22,1948,M,45630,caterina16@googlemail.com,+49 (0) 6140 881961,Rosa-Maria-Johann-Gasse 319,Schlüchtern,M
Lieselotte,Löffler,1984-08-05,1984,F,46991,flantzgottlob@aol.de,+49(0) 369016557,Henschelgasse 26,Paderborn,L
Bert,Krein,1952-02-04,1952,M,55675,riehlamelie@hotmail.de,00316 406609,Trappplatz 368,Quedlinburg,B
Josef,Jockel-mohaupt,2024-01-12,2024,M,97241,tstey@googlemail.com,(02839) 976130,Christin-Peukert-Platz 5/5,Augsburg,J
Franz-xaver,Renner,1936-01-18,1936,M,17074,gebhard81@googlemail.com,0315152162,Wendestr. 06,Zschopau,F
Vitus,Wagenknecht,2001-03-30,2001,M,37643,domenico55@hotmail.de,+49 (0) 2278 464294,Thiesplatz 4/8,Mainburg,V
Zenta,Conradi,1993-01-22,1993,F,05208,scaspar@hotmail.de,+49(0) 853574488,Möchlichenweg 00,Naila,Z
Alma,Jockel,1921-12-29,1921,F,11469,seifertanatol@hotmail.de,+49 (0) 1783 659967,Anita-Mangold-Ring 385,Staßfurt,A
Lotte,Bohnbach,2001-10-06,2001,F,54506,stumpfrosl@aol.de,(05309) 89205,Hilde-Fischer-Straße 55,Emmendingen,L
Hans-helmut,Lehmann,1991-01-13,1991,M,76791,umetz@gmail.com,+49 (0) 5392 405399,Krokerring 008,Dresden,H
Lisette,Siering-pohl,1964-08-27,1964,F,44175,magdalenaschleich@yahoo.de,+49(0)6888070641,Dobesring 765,Marktheidenfeld,L
Lene,Birnbaum,1929-02-21,1929,F,41164,arzu49@aol.de,(09021) 867407,Dursun-Striebitz-Gasse 71,Rochlitz,L
Thekla,Pechel Beng,2009-05-21,2009,F,74952,erdmute24@web.de,0014886102,Casparplatz 0/8,Teterow,T
Pierre,Wirth,1922-12-23,1922,M,16677,helmuth31@yahoo.de,(00582) 824857,Liliana-van der Dussen-Straße 6,Amberg,P
Isabel,Wende,1961-06-21,1961,F,98504,alla87@web.de,05023 264952,Weinhagestr. 25,Rottweil,I
Hans-josef,Karge,1910-06-04,1910,M,65415,gschmidtke@aol.de,+49(0)9355 493357,Angelika-Wilmsen-Platz 82,Duderstadt,H
Adem,Wagenknecht-kitzmann,1987-08-25,1987,M,57831,kscholtz@yahoo.de,0162162075,Mariana-Mälzer-Weg 24,Wiedenbrück,A
Wenzel,Seifert,2002-01-30,2002,M,49992,letzold@hotmail.de,(05932) 73547,Gunpfplatz 3,Fulda,W
Markus,Mühle-wende,1967-08-25,1967,M,59385,margitta01@gmx.de,+49(0) 209534949,Ruppersbergerring 889,Kamenz,M
Sylvie,Eberhardt,2013-06-28,2013,F,35762,nschmiedecke@gmail.com,04482 89618,Sibilla-Beier-Ring 760,Rostock,S
Ann-kathrin,Keudel,1931-01-06,1931,F,48593,kunigundetrubin@hotmail.de,+49(0)8556 830503,Baumweg 903,Staßfurt,A
Olaf,Hoffmann,1977-04-26,1977,M,59705,gkeudel@aol.de,03073492322,Hentschelgasse 4/5,Torgau,O
Hans-erich,Klapp,1924-07-28,1924,M,87695,zobelmattias@hotmail.de,+49(0)4061500958,Schollplatz 9,Kronach,H
Rosita,Adler,2008-03-13,2008,F,18898,ernst24@gmx.de,+49 (0) 1131 721620,Hans-Günther-Hettner-Allee 850,Füssen,R
Lothar,Schmidtke,1925-07-31,1925,M,02058,serpilgeisel@gmx.de,+49(0)7199344262,Reuterallee 3/1,Hansestadttralsund,L
Diana,Schmidt,1967-05-19,1967,F,40893,gunter22@hotmail.de,0254206005,Kabusstr. 5/9,Stadtsteinach,D
Marie,Gude-hettner,1991-12-21,1991,F,09589,gheidrich@yahoo.de,+49(0)1688 04888,Antje-Holt-Straße 8/5,Hildesheim,M
Roger,Wagner,1985-10-16,1985,M,40693,kuhlgabriela@gmail.com,+49(0)1852 73257,Simone-Sorgatz-Gasse 6/1,Potsdam,R
Camilla,Fröhlich,1965-04-07,1965,F,64986,cynthia61@yahoo.de,09836 523722,Arthur-Stoll-Weg 765,Vilsbiburg,C
Kristina,Gierschner,2014-11-24,2014,F,77736,doerteladeck@gmx.de,0438744808,van der Dussenstr. 5,Nordhausen,K
Waltrud,Sager,2013-03-31,2013,F,13326,cditschlerin@googlemail.com,+49(0)8146 440427,Hans-Adolf-Koch-Gasse 6/1,Hechingen,W
Stefania,Ziegert-karge,1989-01-19,1989,F,80325,detlefhethur@hotmail.de,+49(0)1106527266,Anne-Katrin-Metz-Platz 2/3,Griesbach Rottal,S
Elvira,Budig,1993-06-05,1993,F,76142,irmhildtrapp@googlemail.com,+49(0)9759 000082,Kabusstr. 7,Ribnitz-Damgarten,E
Dietrich,Hofmann,1914-09-28,1914,M,20549,putzedwin@hotmail.de,+49(0) 496115313,Gröttnergasse 82,Eisleben,D
Ante,Etzler,1968-05-10,1968,M,48296,mariechenfaust@googlemail.com,+49(0)8736 18798,Niemeierweg 6/7,Hannoversch Münden,A
Evelin,Kraushaar,2003-04-13,2003,F,31001,fbarth@yahoo.de,00762 599587,Filiz-Kroker-Ring 210,Schwandorf,E
Ian,Salz,1986-01-13,1986,M,54742,oscholl@web.de,+49(0)4208 095039,Georgine-Döhn-Straße 38,Ingolstadt,I
Loni,Karz Beng,2002-11-07,2002,F,16379,leszekkitzmann@gmx.de,+49(0) 499481173,Mülichenstraße 4/7,Erkelenz,L
Süleyman,Bloch,1971-06-07,1971,M,74232,lfaust@yahoo.de,0053951007,Hartungstraße 34,Darmstadt,S
Georg,Römer,2023-04-20,2023,M,28491,whertrampf@googlemail.com,+49(0)8751 90799,Ingetraud-Weinhage-Gasse 3,Melle,G
Dorit,Jäkel,2022-07-12,2022,F,43606,kreuselmathilde@hotmail.de,(04458) 513315,Heserring 90,Berlin,D
Bogdan,Binner-seifert,1960-07-11,1960,M,56348,vitali97@googlemail.com,0997367016,Attila-Ditschlerin-Straße 5,Holzminden,B
Stefania,Lange,1934-09-23,1934,F,13021,pechelhans-juergen@yahoo.de,+49(0)7143 652310,Weihmannallee 839,Lüdenscheid,S
Tibor,Dörschner,1977-06-25,1977,M,27742,alice42@hotmail.de,0344546477,Schlosserallee 7,Bitterfeld,T
Jolanta,Schmiedt,1985-12-10,1985,F,78044,ischmiedecke@aol.de,09675514728,Benderring 9,Crailsheim,J
Mustafa,Fischer,2002-01-22,2002,M,72075,kstiebitz@googlemail.com,0774725033,Kramerweg 8,Eisenach,M
Eckehard,Vogt,1992-05-17,1992,M,35217,heiderosemohaupt@googlemail.com,+49(0)2336 05762,Weinhageplatz 31,Pritzwalk,E
Mirco,Killer,1949-10-30,1949,M,59975,npreiss@web.de,(08452) 073687,Jäkelstraße 873,Steinfurt,M
Kazim,Adolph,1976-06-06,1976,M,65402,jovan76@googlemail.com,00410001101,Schachtring 57,Stadtroda,K
Paola,Caspar,2020-05-20,2020,F,04381,hans-adolf18@gmx.de,05107 155792,Schomberweg 7,Duderstadt,P
Giuseppina,Junitz,1923-08-28,1923,F,12598,hartwigpeukert@gmail.com,+49(0) 081401133,Hornichstr. 2,Pößneck,G
Markus,Sorgatz-holsten,1979-04-12,1979,M,96177,fiebigstjepan@yahoo.de,0545825987,Ivan-Gieß-Straße 455,Borken,M
Albertine,Kambs,1995-03-21,1995,F,75678,dietlind95@googlemail.com,0656446015,Mehmet-Tlustek-Allee 025,Hagenow,A
Karlheinz,Bender,2020-03-14,2020,M,46276,muelichenelizabeth@yahoo.de,+49 (0) 3044 497981,Roskothring 470,Genthin,K
Fredi,Hellwig,2003-10-17,2003,M,06853,lindaubernfried@aol.de,+49(0) 443118259,Ernstring 53,Rathenow,F
Danilo,Jungfer,1969-08-07,1969,M,79517,paolo97@gmx.de,+49 (0) 3241 371811,Radischweg 8,Hildesheim,D
Detlev,Schleich,1944-06-19,1944,M,98078,walteroda@web.de,(08643) 09503,Wirthring 0/7,Regensburg,D
Katrin,Sauer-kraus,1972-06-14,1972,F,66189,xkusch@gmx.de,+49(0) 707429136,Stjepan-Klingelhöfer-Platz 4,Kassel,K
Rita,Rogge,1997-12-05,1997,F,08527,hvan-der-dussen@yahoo.de,0168163079,Wernerweg 05,Kehl,R
Wulf,Martin,1952-12-17,1952,M,36502,hildegundwarmer@yahoo.de,01060 38249,Gülay-Vogt-Ring 1/0,Wolfratshausen,W
Kasimir,Scholz,1921-05-14,1921,M,81974,miroslawafiebig@web.de,04526454100,Gisela-Roht-Weg 4/7,Zeulenroda,K
Antje,Gerlach,1958-04-16,1958,F,13134,henktomasz@googlemail.com,+49 (0) 6651 839969,Eleonora-Dussen van-Straße 7,Burglengenfeld,A
Grit,Rudolph,1914-07-19,1914,F,30653,gutehans-gerhard@aol.de,(03780) 18216,Elli-Stey-Straße 4/5,Crailsheim,G
Daniela,Wilmsen,1913-11-10,1913,F,72388,jakobroehrdanz@yahoo.de,03006 08644,Heidelore-Fliegner-Weg 070,Oranienburg,D
Waltraud,Noack,1967-01-18,1967,F,81877,mircometz@web.de,+49 (0) 4337 570564,Gerlind-Speer-Allee 68,Meiningen,W
Cilli,Nette,1980-08-19,1980,F,31096,theklaneuschaefer@yahoo.de,+49(0)6236711519,Georg-Klemt-Weg 02,Roding,C
Fernando,Möchlichen,1954-05-08,1954,M,08608,holtgordana@yahoo.de,08512 668779,Jorge-Heß-Gasse 95,Weimar,F
Walentina,Bruder,2024-09-29,2024,F,88793,gudemeinolf@yahoo.de,+49(0) 509165231,Etzoldplatz 6,Eichstätt,W
Jasmina,Loos Beng,1946-12-06,1946,F,97870,pnette@gmx.de,(07517) 00954,Hermine-Gumprich-Straße 0/0,Schwabmünchen,J
Raisa,Schleich,2017-02-15,2017,F,89808,annamariabeyer@yahoo.de,+49(0)0702690925,Heinrichweg 0/5,Bitterfeld,R
Edwin,Döring-oderwald,2017-09-28,2017,M,02891,nlangern@gmx.de,09603 144185,Werneckeweg 232,Malchin,E
Hans-dietrich,Hövel-lehmann,1973-04-20,1973,M,72197,mentzelsieglinde@googlemail.com,0158371049,Weimerstr. 577,Freudenstadt,H
Delia,Spieß-röhrdanz,1975-07-09,1975,F,42872,rohlederdamian@yahoo.de,+49(0)0880 878492,Armin-Gude-Ring 94,Wittmund,D
Nicolas,Sontag,1916-03-18,1916,M,04916,uschigutknecht@gmail.com,+49 (0) 9185 704381,Charlotte-Pergande-Gasse 5,Großenhain,N
Josefine,Schacht,1965-03-07,1965,F,36668,heidrichilias@hotmail.de,+49(0) 991831839,Nadeshda-Dobes-Straße 6/8,Grevesmühlen,J
Czeslaw,Hermann-kade,1995-03-30,1995,M,53104,meyerdolores@aol.de,+49(0)3348120055,Drewesring 3/5,Illertissen,C
Veronika,Süßebier,1921-05-19,1921,F,00704,seifertharro@hotmail.de,+49(0)7084543209,Lorenz-Carsten-Allee 5/1,Hildesheim,V
Klaudia,Karge,1917-03-31,1917,F,44972,clairecichorius@web.de,+49(0)9249 923474,Heinz-Otto-Etzler-Ring 531,Naila,K
Rolf-dieter,Döring,1948-04-30,1948,M,79228,wilmaschwital@gmx.de,(03146) 278687,Beckmannplatz 5,Eichstätt,R
Ivo,Sorgatz,1994-02-26,1994,M,59225,francisconohlmans@aol.de,+49 (0) 7338 869548,Jeannine-Scheuermann-Gasse 17,Kaiserslautern,I
Luzie,Mies,1987-09-19,1987,F,20998,dominicthanel@web.de,+49(0)5560 24688,Brian-Stiebitz-Weg 9/3,Ueckermünde,L
Carolina,Henschel,2008-10-23,2008,F,38534,hartmanndesiree@gmx.de,+49(0) 002940863,Rüdiger-Schmidtke-Straße 0,Gardelegen,C
Guntram,Sontag Beng,1909-09-30,1909,M,49696,jaroslawweimer@aol.de,+49(0)9951 42766,Heinz-Walter-Weg 9/7,Duderstadt,G
Cordula,Geisler-hethur,1971-11-10,1971,F,48390,striebitzreinhild@gmx.de,+49 (0) 9571 930692,Hentschelplatz 79,Worbis,C
Klaus-d,Pölitz,2011-05-17,2011,M,51539,krebsstjepan@hotmail.de,02701648722,Lindauplatz 013,Teterow,K
Horst-peter,Söding,1952-06-02,1952,M,80091,umielcarek@aol.de,0415908222,Ruppersbergerring 431,Fürstenwalde,H
Guenter,Radisch,1989-08-14,1989,M,89956,karl-juergenkabus@gmail.com,+49(0)6065821055,Lübsstr. 5,Mayen,G
Ira,Hartmann,1951-07-22,1951,F,38882,tuelaystumpf@yahoo.de,+49(0)0817 118437,Erdmute-Loos-Allee 7/6,Bayreuth,I
Marten,Geisler-stumpf,1919-02-24,1919,M,50340,drewesantonino@googlemail.com,+49(0) 531776992,Jacobi Jäckelplatz 2/8,Hofgeismar,M
Dittmar,Roskoth,1910-07-08,1910,M,50748,hildburg32@hotmail.de,+49(0)8961 38257,Spießstr. 475,Merseburg,D
Meik,Hübel,1988-09-08,1988,M,97557,reginaaumann@web.de,+49 (0) 1439 328522,Loosgasse 133,Badoberan,M
Miroslawa,Klapp Beng,1995-12-18,1995,F,30936,dariusz60@aol.de,0088608682,Jungfergasse 402,Marienberg,M
Mesut,Hänel-gorlitz,1969-05-18,1969,M,95402,pneureuther@hotmail.de,+49(0) 561321169,Ritterstr. 2/0,Rathenow,M
Dariusz,Langern,1993-10-18,1993,M,57541,cristinamende@googlemail.com,+49(0) 285870356,Anita-Matthäi-Platz 6,Waren,D
Hedda,Mosemann,2021-11-29,2021,F,58925,tillhein@gmail.com,08413 78147,Marianna-Eimer-Ring 7/1,Füssen,H
