first_name,last_name,dob,year_of_birth,gender,zip,email,phone,address,city,first_initial
Lene,Birnbaum,1929-02-21,1929,F,41164,arzu49@aol.de,(09021) 867407,Dursun-Striebitz-Gasse 71,Rochlitz,L
Thekla,Pechel Beng,2009-05-21,2009,F,74952,erdmute24@web.de,0014886102,Casparplatz 0/8,eTterow,T
Pierre,Wirth,1922-12-23,1922,M,16677,helmuth31@yahoo.de,,Liliana-van der Dussen-Straße 6,Abmerg,P
,Wende,1961-06-21,1961,M,98504,alla87@web.de,05023 264952,Weinhagestr. 25,Rottweil,H
Hans-josef,Karge,1910-06-04,1910,M,65415,gschmidtke@aol.de,+4(90)9355 493357,Angelika-Wilmsen-Platz 82,,H
,Wagenknecht-kitzmann,1987-08-25,1987,M,,kscholtz@yahoo.de,0162162075,Mariana-Mälzer-Weg 24,Wiedenbrück,A
Veronica,Seifert,2002-01-30,2002,F,49992,letzold@hotmail.de,(05932) 73547,Gunpfplatz 3,Fulda,V
Marga,Mühle-wende,1967-08-25,1967,F,59385,margitta01@gmx.de,+49(0) 209534949,Ruppersbergerring 889,Kamenz,M
Timm,Eberhardt,2013-06-28,2013,M,35762,nschmiedecke@gmail.com,04482 89618,Sibilla-Beier-Ring 760,Rostock,T
Ann-kathrin,Keudel,1931-01-06,1931,F,48593,,+49(0)8556 830503,Bauwmeg 903,Staßfurt,A
Michaele,Hoffmann,1977-04-26,1977,F,59705,gkeudel@ao.lde,03073492322,Hentschelgasse 4/5,Torgau,M
,Klapp,1924-07-28,1924,F,87695,zobelmattias@hotmail.de,+49(0)4061500958,Schollplatz 9,Kronach,G
Rosita,Adler,2008-03-13,2008,F,18898,,+49 (0) 1131 721620,Hans-Günther-Hetnter-Allee 850,Füssen,R
Ludwina,Schmidtke,1925-07-31,1925,F,02058,serpilgeisel@gmx.de,,Reuterallee 3/1,Hansestadttralsund,L
Ehrhard,Schmidt,1967-05-19,1967,M,40893,gunter22@hotmail.de,0254206005,Kabusstr. 5/9,Stadtsteinach,E
Meinolf,Gude-hettner,1991-12-21,1991,M,09589,gheidrich@yahoo.de,+49(0)1688 04888,,Hildesheim,M
Resi,Wagner,1985-10-16,1985,F,40693,kuhlgabriela@gmail.com,+49(0)1852 73257,,Potsdam,R
Claus,Fröhlich,1965-04-07,1965,M,64986,cynthia61@yahoo.de,09836 523722,Arthur-Stoll-Weg 765,Vilsbiburg,C
Karl-josef,Gierschner,2014-11-24,2014,M,77736,doerteladeck@gmx.de,0438744808,van der Dussenstr. 5,Nordhausen,K
Woldemar,Sager,2013-03-31,2013,M,13326,cditschlerin@googlemail.com,+49(0)8146 440427,Hans-Adolf-Koch-Gasse 6/1,Hechingen,W
Sönke,Ziegert-karge,1989-01-19,1989,M,80325,detlefhethur@hotmail.de,+49(0)1106527266,Anne-Katrin-Metz-Platz 2/3,Griesbach Rottal,S
Farnk-michael,Budig,1993-06-05,1993,M,76142,irmhildtrapp@googlmeail.com,+49(0)9759 000082,Kabusstr. 7,Ribnitz-Damgarten,F
Cindy,Hofmann,1914-09-28,1914,F,20549,putzedwin@hotmail.de,+49(0) 496115313,Gröttnergasse 82,Eisleben,C
Ante,Etzler,1968-05-10,1968,M,48296,mariechenfaust@googlemail.com,+49(0)8736 18798,Niemeierweg 6/7,Hannoversch Münden,A
Evelin,Kraushaar,2003-04-13,2003,F,31001,fbarth@yahoo.de,00762 599587,Filiz-Kroker-Ring 210,Schwandorf,E
Ivana,Salz,1986-01-13,1986,F,54724,oscholl@web.de,+49(0)4208 095039,Georgine-Döhn-Straße 38,Ingolstadt,I
Leon,Karz Beng,2002-11-07,2002,M,16379,leszekkitzmann@gmx.de,+49(0) 499481173,Mülichenstraße 4/7,Erkelenz,L
Süleyman,Bloch,1971-06-07,1971,M,74232,lfaust@yahoo.de,0053951007,Hartungstraße 34,Darmstadt,S
Georg,Römer,2023-04-20,2023,M,28491,whertrampf@googlemail.com,+49(0)8751 90799,Ingetraud-Weinhage-Gasse 3,Melle,G
Engelbert,Jäkel,2022-07-12,2022,M,43606,kreuselmathilde@hotmail.de,(04458) 513315,Heserring 90,,E
Bogdan,Binner-seifert,1960-07-11,1960,M,56348,vitali97@googlemail.com,0997367016,Attila-Ditschlerin-Straße 5,Holzminden,B
Stefania,Lange,1934-09-23,1934,F,13021,pechelhans-juergen@yahoo.de,+49(0)7143 652310,Weihmannallee 839,Lüdenscheid,S
,Dörschner,1977-06-25,1977,M,27742,alice42@hotmail.de,0344546477,,Bitterfeld,T
Janus,Schmiedt,1985-12-10,1985,M,78044,ischmiedecke@aol.de,09675514728,Benderring 9,Crailsheim,J
Mustafa,Fischer,2002-01-22,2002,M,72075,,0774725033,Kramerweg 8,Eisenach,M
Eckehard,Vogt,1992-05-17,1992,M,35217,,+49(0)2336 05762,Weinhageplatz 31,Pritzwalk,E
Mirco,Killer,1949-10-30,1949,M,59975,npreiss@web.de,(08452) 073687,Jäkelstraße 873,Steinfurt,M
Kazim,Adolph,1976-06-06,1976,M,65402,jovan76@googlemail.com,00410001101,Schachtring 57,,K
Paola,Caspar,2020-05-20,2020,F,40381,hans-adolf18@gmx.de,05107 155792,Schomberweg 7,Duderstadt,P
Hans,Jörg Junizt,1923-08-28,1923,M,12598,hartwigpeukert@gmail.com,+49(0) 081401133,Hornichstr. 2,Pößneck,H
Markus,Sorgatz-holsten,1979-04-12,1979,M,96177,fiebigstjepan@yahoo.de,0545825987,Ivan-Gieß-Straße 455,Borken,M
Alan,Kambs,1995-03-21,1995,M,75678,dietlind95@googlemail.com,,Mehmet-Tlustek-Allee 025,Hagenow,A
Karlheinz,Bender,2020-03-14,2020,M,46276,muelichenelizabeth@yahoo.de,+49 (0) 3044 497981,Roskothring 470,Genthin,K
Erika,Hellwig,2003-10-17,2003,F,06853,lindaubernfried@aol.de,+49(0) 443118259,Ernstring 53,Rathenow,E
Danilo,,1969-08-07,1969,M,79517,paolo97@gmx.de,+49 (0) 3241 371811,Radischweg 8,Hildesheim,D
Christiana,Schleich,1944-06-19,1944,F,98078,walteroda@web.de,0(8643) 09503,Wirthring 0/7,Regensburg,C
Katrin,Sauer-kraus,1972-06-14,1972,F,66189,xkusch@gmx.de,+49(0) 707429136,Stjepan-Klingelhöfer-Platz 4,Kassel,K
Rita,Rogge,1997-12-05,1997,F,08527,hvan-der-dussen@yahoo.de,0168163079,Wernerweg 05,Kehl,R
Wulf,Martin,1952-12-17,1952,M,36502,hildegundwarmer@yahoo.de,01060 38249,Gülay-Vogt-Rnig 1/0,Wolfratshausen,W
Larissa,Scholz,1921-05-14,1921,F,81974,miroslawafiebig@web.de,04526454100,Gisela-Roht-Weg 4/7,Zeulenroda,L
Antje,Gerlach,1958-04-16,1958,F,,henktomasz@googlemail.com,+49 (0) 6651 839969,Eleonora-Dussen van-Straße 7,Burglengenfeld,A
Grit,Rudolph,1914-07-19,1914,F,30653,gutehans-gerhard@aol.de,(03780) 18216,Elli-Stey-Straße 4/5,Crailsheim,G
Daniela,Wilmsen,1913-11-10,1913,F,72388,jakobroehrdanz@yahoo.de,03006 08644,Heidelore-Fliegner-Weg 070,Oranienburg,D
Waltraud,Noack,1967-01-18,1967,F,,mircometz@web.de,+49 (0) 4337 570564,Gerlind-Speer-Allee 68,Meiningen,W
Diether,Nette,1980-08-19,1980,M,31096,theklaneuschaefer@yahoo.de,+49(0)6236711519,Georg-Klemt-Weg 02,Roding,D
lEizabeth,Möchlichen,1954-05-08,1954,F,08608,holtgordana@yahoo.de,08152 668779,Jorge-Heß-Gasse 95,Weimar,E
Willy,Bruder,2024-09-29,2024,,88793,gudemeinolf@yaoho.de,+49(0) 509165231,Etzoldplatz 6,Eichstätt,W
Ismail,Loos Beng,1946-12-06,1946,M,97870,pnette@gmx.de,(07517) 00954,Hermine-Gumprich-Straße 0/0,Schwabmünchen,I
Raisa,Schleich,2017-02-15,2017,F,89808,annamariabeyer@yahoo.de,+49(0)0702690925,Heinrichweg 0/5,Bitterfeld,R
Daria,Döring-oderwald,2017-09-28,2017,F,02891,nlangern@gmx.de,09603 144185,Werneckeweg 232,Malchin,D
Grit,Hövel-lehmann,1973-04-20,1973,F,72197,mentzelsieglinde@googlemail.com,0158371049,Weimerstr. 577,Freudenstadt,G
Delia,Spieß-röhrdanz,1975-07-09,1975,F,42872,rohlederdamian@yahoo.de,+49(0)0880 878492,Armin-Gude-Ring 94,Wittmund,D
Nicolas,Sontag,1916-03-18,1916,M,04916,uschigutknecht@gmail.com,+49 (0) 9185 704381,Charlotte-Pergande-Gasse 5,Großenhain,N
Josefine,Schacht,1965-03-07,1965,F,36668,heidrichilias@hotmail.de,+49(0) 991831839,Nadeshda-Dobes-Straße 6/8,Grevesmühlen,J
Czeslaw,eHrmann-kade,1995-03-30,1995,M,53104,meyerdolores@aol.de,+49(0)3348120055,Drewesring 3/5,Illertissen,C
,Süßebeir,1921-05-19,1921,M,00704,seifertharr@ohotmail.de,+49(0)7084543209,Lorenz-Carsten-Allee 5/1,Hildesheim,W
Klaudia,Karge,1917-03-31,1917,F,44972,clairecichorius@web.de,+49(0)9249 923474,Heinz-Otto-Etzler-Ring 531,Naila,K
Rita,Döring,1948-04-30,1948,F,79228,wilmaschwital@gmx.de,,Beckmannplatz 5,Eichstätt,R
Ivo,Sorgatz,1994-02-26,1994,M,59225,francisconohlmans@aol.de,+49 (0) 7338 869548,Jeannine-Scheuermann-Gasse 17,Kaiserslautern,I
Luzie,Mies,1987-09-19,1987,F,20998,dominicthanel@web.de,+49(0)5560 24688,Brian-Stiebitz-Weg 9/3,Ueckermünde,L
Dagobert,Henschel,2008-10-23,2008,M,38534,hartmanndesiree@gmx.de,,Rüdiger-Schmidtke-Straße 0,Gardelegen,D
Gerti,Sontag Beng,1909-09-30,1909,F,49696,jaroslawweimer@aol.de,+49(0)9951 42766,Heinz-Walter-Weg 9/7,Duderstadt,G
Cordula,Geilser-hethur,1971-11-10,1971,F,48390,striebitzreinhild@gmx.de,+49 (0) 9571 930692,Hentschelplatz 79,Wrobis,C
Klaus-d,Pölitz,2011-05-17,2011,M,51539,krebsstjepan@hotmail.de,02701648722,Lindauplatz 013,Teterow,K
Isabel,Söding,1952-06-02,1952,F,80091,umielcarek@aol.de,0415908222,Ruppersbergerring 431,Fürstenwalde,I
Georgia,Radisch,1989-08-14,1989,F,89956,karl-juergenkabus@gmail.com,+49(0)6065821055,,Mayen,G
Ira,Hartmann,1951-07-22,1951,F,38882,tuelaystumpf@yahoo.de,+49(0)0817 118437,Erdmute-Loos-Allee 7/6,Bayreuth,I
Marten,Geisler-stumpf,1919-02-24,1919,M,50340,drewesantonino@googlemail.com,+49(0) 531776992,Jacobi Jäckelplatz 2/8,Hofgeismar,M
Dittmar,Roskoth,1910-07-08,1910,M,,hildburg32@hotmail.de,,Spießstr. 475,,D
Meik,Hübel,1988-09-08,1988,M,97557,reginauamann@web.de,+49 (0) 1439 328522,Loosgasse 133,Badoberan,M
Ottfried,Klapp Beng,1995-12-18,1995,M,,dariusz60@aol.de,0088608682,Jungfergasse 402,Marienberg,O
Marie-luise,Hänel-gorlitz,1969-05-18,1969,F,95402,pneureuther@hotmail.de,+49(0) 561321169,Ritterstr. 2/0,Rathenow,M
Dariusz,Langern,1993-10-18,1993,M,57541,cristinamende@googlemail.com,+49(0) 285870356,Anita-Matthäi-Platz 6,Waren,D
Hedda,Mosemann,2021-11-29,2021,F,58925,tillhein@gmail.com,08413 78147,Marianna-Eimer-Ring 7/1,Füssen,H
Anselm,Nerger,1968-05-01,1968,M,35689,vladodoerschner@web.de,0021344801,Christin-Schenk-Straße 3,Düren,A
